complaint_id,user_id,complaint_text,created_at,category,subcategory,location,department,severity,impact,status,incident_id,source,has_evidence,user_verified
CMP-00139,USR-075,The pathway near CSE Block is damaged and difficult to use.,2026-06-16 11:49,Infrastructure,Lift,CSE Block,Facilities & Maintenance,Medium,Large Group,Closed,,Web,True,True
CMP-00857,USR-007,The queue at Main Building is unusually long during lunch.,2026-06-16 13:27,Canteen,Food Quality,Main Building,Food Services,Low,Small Group,Open,,Mobile,True,False
CMP-00400,USR-083,The campus bus has not arrived at Central Library on time.,2026-06-16 17:12,Transport,Driver,Central Library,Transport Services,Medium,Individual,Investigating,,Mobile,True,False
CMP-00364,USR-125,The pathway near Seminar Hall is damaged and difficult to use.,2026-06-16 18:34,Infrastructure,Lift,Seminar Hall,Facilities & Maintenance,Medium,Multiple Users,Assigned,,Web,True,False
CMP-00872,USR-250,There is a power outage affecting Block B - Hostel.,2026-06-17 08:11,Electricity,Lighting,Block B - Hostel,Electrical Maintenance,High,Multiple Users,Open,,Web,True,False
CMP-00963,USR-157,The computer systems in Seminar Hall are extremely slow.,2026-06-17 14:26,Classroom Equipment,Smart Board,Seminar Hall,Academic Infrastructure,Medium,Individual,Resolved,,Mobile,True,False
CMP-00471,USR-232,The campus bus has not arrived at Block C - Hostel on time.,2026-06-17 18:00,Transport,Bus Condition,Block C - Hostel,Transport Services,Medium,Multiple Users,Investigating,,Web,True,False
CMP-00765,USR-050,The campus bus has not arrived at ECE Block on time.,2026-06-17 18:25,Transport,Driver,ECE Block,Transport Services,Medium,Individual,Closed,,Web,True,True
CMP-00037,USR-013,There is a power outage affecting Block C - Hostel.,2026-06-17 19:00,Electricity,AC,Block C - Hostel,Electrical Maintenance,High,Multiple Users,Closed,,Mobile,False,True
CMP-00639,USR-241,The network keeps disconnecting in Central Library.,2026-06-17 20:56,Internet & Network,Internet Speed,Central Library,IT Services,High,Large Group,Resolved,INC-024,Mobile,True,True
CMP-00659,USR-071,The computer systems in Transport Bay are extremely slow.,2026-06-18 10:44,Classroom Equipment,Smart Board,Transport Bay,Academic Infrastructure,Medium,Individual,Investigating,,Mobile,False,False
CMP-00341,USR-059,Water is leaking near Computer Lab 1 and the floor remains wet.,2026-06-18 10:57,Water & Sanitation,Drainage,Computer Lab 1,Facilities & Maintenance,Medium,Large Group,Assigned,INC-034,Web,True,False
CMP-00789,USR-040,The lights in Transport Bay are flickering repeatedly.,2026-06-18 12:19,Electricity,Power Outage,Transport Bay,Electrical Maintenance,Medium,Individual,Closed,INC-001,Web,False,False
CMP-00623,USR-067,Food served at Main Building was cold today.,2026-06-18 19:36,Canteen,Queue,Main Building,Food Services,Medium,Small Group,Closed,,Mobile,False,False
CMP-00824,USR-182,Food served at CSE Block was cold today.,2026-06-19 15:16,Canteen,Seating,CSE Block,Food Services,Medium,Individual,Closed,,Web,True,True
CMP-00151,USR-088,Food served at ECE Block was cold today.,2026-06-19 15:33,Canteen,Hygiene,ECE Block,Food Services,Medium,Small Group,Resolved,,Mobile,False,False
CMP-00816,USR-111,"Water pressure has been very low in Computer Lab 1, especially during afternoon.",2026-06-19 16:28,Water & Sanitation,Washroom,Computer Lab 1,Facilities & Maintenance,High,Multiple Users,Assigned,INC-026,Mobile,False,False
CMP-00522,USR-024,Water is leaking near CSE Block and the floor remains wet.,2026-06-20 08:48,Water & Sanitation,Water Supply,CSE Block,Facilities & Maintenance,Medium,Small Group,Resolved,INC-023,Mobile,False,False
CMP-00700,USR-162,The network keeps disconnecting in Campus Entrance.,2026-06-20 21:51,Internet & Network,LAN,Campus Entrance,IT Services,High,Multiple Users,Investigating,,Mobile,True,False
CMP-00046,USR-200,The network keeps disconnecting in Computer Lab 1.,2026-06-21 09:36,Internet & Network,Wi-Fi,Computer Lab 1,IT Services,High,Large Group,Investigating,,Mobile,False,False
CMP-00589,USR-250,The queue at Seminar Hall is unusually long during lunch.,2026-06-21 09:45,Canteen,Food Quality,Seminar Hall,Food Services,Low,Large Group,Reopened,,Web,True,True
CMP-00465,USR-176,Food served at Block A - Hostel was cold today.,2026-06-22 08:53,Canteen,Food Quality,Block A - Hostel,Food Services,Medium,Large Group,Open,,Web,False,False
CMP-00688,USR-171,The campus bus has not arrived at Computer Lab 1 on time.,2026-06-22 20:06,Transport,Bus Delay,Computer Lab 1,Transport Services,Medium,Multiple Users,Closed,,Mobile,True,True
CMP-00160,USR-103,The washroom in Seminar Hall has not been cleaned properly.,2026-06-22 20:12,Cleaning,Room Cleaning,Seminar Hall,Housekeeping,Medium,Large Group,Resolved,,Web,False,True
CMP-00063,USR-235,Water is leaking near Main Building and the floor remains wet.,2026-06-22 21:55,Water & Sanitation,Drainage,Main Building,Facilities & Maintenance,Medium,Individual,Closed,INC-034,Web,False,False
CMP-00630,USR-060,Water is leaking near Block B - Hostel and the floor remains wet.,2026-06-23 08:35,Water & Sanitation,Drainage,Block B - Hostel,Facilities & Maintenance,Medium,Large Group,Resolved,,Mobile,True,False
CMP-00624,USR-219,The fan is not working in Sports Ground.,2026-06-23 08:44,Electricity,Power Outage,Sports Ground,Electrical Maintenance,Medium,Individual,Reopened,,Web,True,False
CMP-00242,USR-192,The queue at Block A - Hostel is unusually long during lunch.,2026-06-23 12:16,Canteen,Hygiene,Block A - Hostel,Food Services,Low,Large Group,Closed,,Mobile,False,True
CMP-00487,USR-097,The fan is not working in Campus Entrance.,2026-06-23 13:14,Electricity,Fan,Campus Entrance,Electrical Maintenance,Medium,Small Group,Open,,Mobile,True,False
CMP-00432,USR-017,The pathway near Campus Entrance is damaged and difficult to use.,2026-06-23 13:35,Infrastructure,Building Damage,Campus Entrance,Facilities & Maintenance,Medium,Multiple Users,Closed,,Mobile,False,True
CMP-00115,USR-248,The door lock in ECE Block is damaged.,2026-06-23 19:15,Hostel,Laundry,ECE Block,Hostel Administration,High,Multiple Users,Resolved,,Web,False,False
CMP-00705,USR-238,The pathway near Block B - Hostel is damaged and difficult to use.,2026-06-23 20:54,Infrastructure,Furniture,Block B - Hostel,Facilities & Maintenance,Medium,Large Group,Resolved,,Web,True,False
CMP-00822,USR-121,Water is leaking near Block C - Hostel and the floor remains wet.,2026-06-23 20:54,Water & Sanitation,Water Pressure,Block C - Hostel,Facilities & Maintenance,Medium,Large Group,Resolved,,Web,True,True
CMP-00323,USR-138,The network keeps disconnecting in CSE Block.,2026-06-23 20:55,Internet & Network,LAN,CSE Block,IT Services,High,Multiple Users,Open,,Mobile,True,False
CMP-00821,USR-086,Several systems in ECE Block cannot access the internet.,2026-06-24 09:10,Internet & Network,LAN,ECE Block,IT Services,High,Multiple Users,Reopened,,Web,False,False
CMP-00625,USR-137,The lights in Block B - Hostel are flickering repeatedly.,2026-06-24 16:29,Electricity,AC,Block B - Hostel,Electrical Maintenance,Medium,Individual,Closed,INC-018,Web,False,True
CMP-00189,USR-069,The door lock in Block C - Hostel is damaged.,2026-06-24 17:42,Hostel,Room Maintenance,Block C - Hostel,Hostel Administration,High,Multiple Users,Closed,,Mobile,True,True
CMP-00091,USR-017,The computer systems in Central Library are extremely slow.,2026-06-25 09:31,Classroom Equipment,Smart Board,Central Library,Academic Infrastructure,Medium,Individual,Assigned,,Mobile,False,False
CMP-00074,USR-012,There is a power outage affecting Canteen.,2026-06-25 12:14,Electricity,Power Outage,Canteen,Electrical Maintenance,High,Multiple Users,Resolved,,Web,True,False
CMP-00796,USR-162,Water is leaking near Main Building and the floor remains wet.,2026-06-25 14:24,Water & Sanitation,Washroom,Main Building,Facilities & Maintenance,Medium,Small Group,Investigating,INC-012,Mobile,True,False
CMP-00319,USR-007,The fan is not working in Sports Ground.,2026-06-25 14:53,Electricity,Fan,Sports Ground,Electrical Maintenance,Medium,Large Group,Resolved,,Web,False,True
CMP-00447,USR-228,The CCTV camera near Block B - Hostel appears to be offline.,2026-06-25 21:38,Safety,Emergency Equipment,Block B - Hostel,Security Services,High,Multiple Users,Open,,Mobile,True,False
CMP-00372,USR-153,Food served at Block A - Hostel was cold today.,2026-06-26 15:48,Canteen,Seating,Block A - Hostel,Food Services,Medium,Individual,Closed,,Mobile,True,False
CMP-00910,USR-128,There has been no water supply in ECE Block since since yesterday.,2026-06-26 17:38,Water & Sanitation,Washroom,ECE Block,Facilities & Maintenance,High,Multiple Users,Closed,,Web,False,False
CMP-00427,USR-238,The campus bus has not arrived at Campus Entrance on time.,2026-06-26 17:59,Transport,Bus Condition,Campus Entrance,Transport Services,Medium,Multiple Users,Investigating,,Mobile,True,False
CMP-00635,USR-027,The campus bus has not arrived at Campus Entrance on time.,2026-06-27 15:38,Transport,Bus Availability,Campus Entrance,Transport Services,Medium,Multiple Users,Resolved,,Web,True,False
CMP-00457,USR-208,Several systems in Block A - Hostel cannot access the internet.,2026-06-27 17:47,Internet & Network,Network Availability,Block A - Hostel,IT Services,High,Large Group,Resolved,,Mobile,True,False
CMP-00308,USR-173,The queue at Computer Lab 2 is unusually long during lunch.,2026-06-27 18:20,Canteen,Payment,Computer Lab 2,Food Services,Low,Large Group,Resolved,,Mobile,False,False
CMP-00617,USR-227,Water is leaking near Central Library and the floor remains wet.,2026-06-28 09:53,Water & Sanitation,Leakage,Central Library,Facilities & Maintenance,Medium,Large Group,Investigating,,Web,False,False
CMP-00742,USR-043,The CCTV camera near CSE Block appears to be offline.,2026-06-28 10:18,Safety,Security,CSE Block,Security Services,High,Large Group,Resolved,,Web,True,False
CMP-00398,USR-057,Waste bins near Computer Lab 2 are overflowing.,2026-06-28 11:09,Cleaning,Room Cleaning,Computer Lab 2,Housekeeping,Medium,Large Group,Closed,,Web,False,False
CMP-00826,USR-164,The pathway near Campus Entrance is damaged and difficult to use.,2026-06-28 14:23,Infrastructure,Lighting,Campus Entrance,Facilities & Maintenance,Medium,Small Group,Closed,,Web,False,False
CMP-00358,USR-149,The furniture in Block B - Hostel is broken and needs repair.,2026-06-28 16:29,Hostel,Food,Block B - Hostel,Hostel Administration,Medium,Individual,Resolved,,Web,False,False
CMP-00377,USR-019,The projector in Computer Lab 1 is not displaying properly.,2026-06-28 20:02,Classroom Equipment,Computer,Computer Lab 1,Academic Infrastructure,Medium,Small Group,Open,,Mobile,True,False
CMP-00360,USR-176,The fan is not working in Central Library.,2026-06-29 20:23,Electricity,Socket,Central Library,Electrical Maintenance,Medium,Multiple Users,Resolved,,Mobile,True,False
CMP-00557,USR-243,The fan is not working in CSE Block.,2026-06-29 21:10,Electricity,Fan,CSE Block,Electrical Maintenance,Medium,Large Group,Resolved,INC-024,Mobile,True,True
CMP-00844,USR-087,The projector in Transport Bay is not displaying properly.,2026-06-30 16:24,Classroom Equipment,Speaker,Transport Bay,Academic Infrastructure,Medium,Small Group,Assigned,,Web,False,False
CMP-00241,USR-248,The washroom in Sports Ground has not been cleaned properly.,2026-06-30 19:38,Cleaning,Washroom Cleaning,Sports Ground,Housekeeping,Medium,Multiple Users,Investigating,,Web,True,False
CMP-00609,USR-088,There is a power outage affecting Sports Ground.,2026-06-30 21:56,Electricity,Power Outage,Sports Ground,Electrical Maintenance,High,Large Group,Resolved,,Web,False,False
CMP-00112,USR-093,The network keeps disconnecting in Seminar Hall.,2026-07-01 09:19,Internet & Network,Wi-Fi,Seminar Hall,IT Services,High,Multiple Users,Resolved,INC-024,Web,False,True
CMP-00137,USR-033,Waste bins near Transport Bay are overflowing.,2026-07-01 11:22,Cleaning,Waste Disposal,Transport Bay,Housekeeping,Medium,Multiple Users,Investigating,,Web,True,False
CMP-00632,USR-048,"Water pressure has been very low in Seminar Hall, especially during morning.",2026-07-02 09:37,Water & Sanitation,Drainage,Seminar Hall,Facilities & Maintenance,High,Large Group,Resolved,,Mobile,False,True
CMP-00683,USR-248,Water is leaking near Canteen and the floor remains wet.,2026-07-02 14:25,Water & Sanitation,Washroom,Canteen,Facilities & Maintenance,Medium,Large Group,Investigating,INC-020,Mobile,True,False
CMP-00288,USR-170,The Wi-Fi connection in ECE Block becomes very slow during 6 PM–10 PM.,2026-07-02 18:50,Internet & Network,Wi-Fi,ECE Block,IT Services,Medium,Multiple Users,Closed,,Web,True,True
CMP-00444,USR-152,The computer systems in Sports Ground are extremely slow.,2026-07-02 20:06,Classroom Equipment,Computer,Sports Ground,Academic Infrastructure,Medium,Multiple Users,Resolved,,Web,False,True
CMP-00873,USR-029,The projector in Computer Lab 2 is not displaying properly.,2026-07-03 08:38,Classroom Equipment,Computer,Computer Lab 2,Academic Infrastructure,Medium,Individual,Open,,Mobile,True,False
CMP-00534,USR-068,The network keeps disconnecting in CSE Block.,2026-07-03 14:31,Internet & Network,LAN,CSE Block,IT Services,High,Large Group,Resolved,INC-004,Web,True,False
CMP-00376,USR-108,The lights in Block C - Hostel are flickering repeatedly.,2026-07-03 15:46,Electricity,Lighting,Block C - Hostel,Electrical Maintenance,Medium,Individual,Investigating,,Web,True,False
CMP-00125,USR-239,The network keeps disconnecting in Block B - Hostel.,2026-07-03 20:29,Internet & Network,Network Availability,Block B - Hostel,IT Services,High,Multiple Users,Closed,,Web,True,False
CMP-00783,USR-108,The lights in Computer Lab 2 are flickering repeatedly.,2026-07-04 08:28,Electricity,Fan,Computer Lab 2,Electrical Maintenance,Medium,Individual,Open,,Mobile,False,False
CMP-00967,USR-031,There is a power outage affecting Computer Lab 1.,2026-07-04 09:00,Electricity,Socket,Computer Lab 1,Electrical Maintenance,High,Large Group,Open,INC-017,Mobile,True,False
CMP-00746,USR-211,Food served at CSE Block was cold today.,2026-07-04 10:26,Canteen,Food Quality,CSE Block,Food Services,Medium,Individual,Resolved,,Web,False,False
CMP-00296,USR-157,The network keeps disconnecting in Campus Entrance.,2026-07-05 08:54,Internet & Network,Internet Speed,Campus Entrance,IT Services,High,Large Group,Closed,,Web,False,True
CMP-00748,USR-146,There is a power outage affecting Campus Entrance.,2026-07-05 14:23,Electricity,Fan,Campus Entrance,Electrical Maintenance,High,Large Group,Investigating,INC-012,Web,False,False
CMP-00577,USR-055,Waste bins near Seminar Hall are overflowing.,2026-07-05 15:48,Cleaning,Washroom Cleaning,Seminar Hall,Housekeeping,Medium,Multiple Users,Reopened,,Mobile,True,False
CMP-00750,USR-212,The computer systems in Block B - Hostel are extremely slow.,2026-07-05 16:08,Classroom Equipment,Projector,Block B - Hostel,Academic Infrastructure,Medium,Large Group,Assigned,,Web,True,False
CMP-00583,USR-148,The queue at Seminar Hall is unusually long during lunch.,2026-07-05 17:59,Canteen,Payment,Seminar Hall,Food Services,Low,Individual,Resolved,,Web,True,False
CMP-00660,USR-020,Water is leaking near Campus Entrance and the floor remains wet.,2026-07-05 19:57,Water & Sanitation,Leakage,Campus Entrance,Facilities & Maintenance,Medium,Large Group,Reopened,,Web,False,False
CMP-00965,USR-017,The furniture in ECE Block is broken and needs repair.,2026-07-05 21:15,Hostel,Laundry,ECE Block,Hostel Administration,Medium,Small Group,Assigned,,Web,False,False
CMP-00350,USR-117,Food served at CSE Block was cold today.,2026-07-05 21:35,Canteen,Queue,CSE Block,Food Services,Medium,Multiple Users,Investigating,,Web,True,False
CMP-00111,USR-235,The washroom in CSE Block has not been cleaned properly.,2026-07-05 21:42,Cleaning,Washroom Cleaning,CSE Block,Housekeeping,Medium,Individual,Resolved,,Web,False,False
CMP-00157,USR-240,Food served at Campus Entrance was cold today.,2026-07-05 21:59,Canteen,Queue,Campus Entrance,Food Services,Medium,Large Group,Closed,,Web,True,False
